location,total_sqft,bath,bhk,price_per_sqft,price
Doddathoguru,1015.0,2.0,2,3300.4926108374384,33.5
other,1080.0,2.0,2,3611.1111111111113,39.0
Kathriguppe,1350.0,2.0,3,5999.259259259258,80.99
Kengeri Satellite Town,1149.0,2.0,3,2523.933855526545,29.0
Kothanur,1185.0,2.0,2,4978.9029535864975,59.0
Domlur,1720.0,3.0,3,7848.837209302325,135.0
Hebbal,2080.0,3.0,3,8413.461538461539,175.0
Tindlu,1500.0,3.0,3,5800.0,87.0
Yelahanka,1566.0,3.0,3,6194.125159642401,97.0
other,1500.0,4.0,4,7333.333333333333,110.0
KR Puram,1290.0,2.0,2,3800.0,49.02
other,1531.0,3.0,3,4702.808621815807,72.0
other,1839.0,3.0,3,8972.26753670473,165.0
Electronic City Phase II,1400.0,2.0,3,2887.8571428571427,40.43
Whitefield,1140.0,2.0,2,3421.0526315789475,39.0
Tumkur Road,1343.5,3.0,3,4299.218459248233,57.76
Banashankari Stage III,2000.0,4.0,4,5000.0,100.0
Kaval Byrasandra,1100.0,2.0,2,4181.818181818182,46.0
other,1200.0,2.0,2,4583.333333333333,55.0
Bannerghatta,1618.0,3.0,3,4202.719406674907,68.0
Uttarahalli,1315.0,2.0,3,5627.376425855513,74.0
Anandapura,1141.0,2.0,2,3746.7134092900965,42.75
AECS Layout,1080.0,2.0,2,5092.592592592592,55.0
HBR Layout,1200.0,2.0,2,5000.0,60.0
Varthur,1111.0,2.0,2,3769.57695769577,41.88
NGR Layout,1022.0,2.0,2,4491.19373776908,45.9
Bannerghatta Road,1275.0,2.0,2,5098.0392156862745,65.0
other,900.0,2.0,2,7777.777777777777,70.0
Rachenahalli,1224.0,2.0,2,3202.614379084968,39.2
Battarahalli,1135.0,2.0,2,3788.546255506608,43.0
Rachenahalli,1050.0,2.0,2,4961.9047619047615,52.1
Kudlu Gate,1535.0,3.0,3,5602.605863192182,86.0
Nagavarapalya,1392.0,2.0,2,9339.080459770115,130.0
Bellandur,1050.0,2.0,2,6857.142857142857,72.0
Hosa Road,1513.0,3.0,3,6807.666886979511,103.0
Gottigere,1621.0,3.0,3,4441.702652683529,72.0
Bannerghatta Road,892.0,2.0,2,4372.197309417041,39.0
Whitefield,1205.0,2.0,2,3319.5020746887967,40.0
Hebbal,1355.0,3.0,3,6189.667896678967,83.87
Indira Nagar,1400.0,2.0,2,12000.0,168.0
Kengeri,726.0,2.0,2,4820.936639118458,35.0
other,1500.0,3.0,3,9933.333333333334,149.0
Horamavu Agara,1079.0,2.0,2,3799.8146431881373,41.0
Begur Road,1170.0,2.0,2,3931.6239316239316,46.0
Doddathoguru,1104.0,2.0,2,3532.608695652174,39.0
Kanakpura Road,950.0,2.0,2,4736.8421052631575,45.0
other,1650.0,2.0,3,3151.5151515151515,52.0
Kogilu,1559.0,3.0,3,8146.247594611931,127.0
other,1100.0,2.0,2,3454.5454545454545,38.0
Benson Town,1750.0,3.0,3,8571.42857142857,150.0
Ramagondanahalli,1215.0,2.0,2,3744.855967078189,45.5
Talaghattapura,1868.0,3.0,3,7226.980728051391,135.0
Electronic City,1130.0,2.0,2,2887.610619469027,32.63
Kanakpura Road,1570.0,3.0,3,4108.28025477707,64.5
Sarjapur  Road,1691.0,3.0,3,5795.38734476641,98.0
Hulimavu,1225.0,2.0,2,4489.7959183673465,55.0
JP Nagar,1690.0,3.0,3,6627.218934911242,112.0
Thigalarapalya,1418.0,2.0,2,7263.7517630465445,103.0
Kasturi Nagar,1896.0,3.0,4,6592.827004219409,125.0
Sonnenahalli,605.0,1.0,1,6611.570247933884,40.0
Electronic City Phase II,900.0,2.0,2,3611.1111111111113,32.5
other,750.0,2.0,1,6666.666666666667,50.0
Ananth Nagar,908.0,2.0,2,2863.4361233480176,26.0
Iblur Village,1400.0,2.0,2,4857.142857142857,68.0
Kudlu,1092.0,2.0,2,4029.3040293040294,44.0
Hulimavu,1255.0,2.0,2,5896.414342629482,74.0
Electronic City,1500.0,2.0,3,6666.666666666667,100.0
Thanisandra,1296.0,2.0,2,5555.555555555556,72.0
Horamavu Banaswadi,925.0,2.0,2,4108.108108108108,38.0
Raja Rajeshwari Nagar,1023.0,2.0,2,4105.571847507332,42.0
other,600.0,3.0,2,12500.0,75.0
Thanisandra,1020.0,2.0,2,4362.745098039216,44.5
Choodasandra,1530.0,3.0,3,5032.679738562091,77.0
Gubbalala,1650.0,3.0,3,4303.030303030303,71.0
other,1605.0,2.0,3,5295.95015576324,85.0
Hosakerehalli,1925.0,2.0,2,2597.4025974025976,50.0
Kogilu,1190.0,2.0,2,4257.142857142857,50.66
Jakkur,1374.0,3.0,3,4949.0538573508,68.0
6th Phase JP Nagar,1140.0,2.0,2,5701.754385964912,65.0
Green Glen Layout,1725.0,3.0,3,7536.231884057971,130.0
Bisuvanahalli,1075.0,2.0,3,4651.162790697675,50.0
Kannamangala,1574.0,3.0,3,5930.114358322745,93.34
Sanjay nagar,965.0,1.0,1,3316.062176165803,32.0
Marathahalli,1550.0,3.0,3,5354.8387096774195,83.0
other,1205.0,2.0,2,4979.253112033195,60.0
Kambipura,1082.0,2.0,3,5083.179297597043,55.0
Uttarahalli,1215.0,2.0,3,4349.794238683127,52.85
other,1200.0,3.0,2,3845.0,46.14
other,1500.0,1.0,1,1300.0,19.5
Kanakpura Road,1452.0,3.0,3,4199.724517906336,60.98
Electronic City Phase II,1329.0,2.0,3,3085.0263355906695,41.0
other,1125.0,2.0,2,3911.1111111111113,44.0
other,1200.0,2.0,2,5833.333333333333,70.0
Sarjapur  Road,1350.0,3.0,3,2960.740740740741,39.97
Uttarahalli,1312.5,3.0,3,3900.190476190476,51.19
other,1200.0,2.0,2,13333.333333333334,160.0
Electronic City Phase II,1220.0,3.0,3,2887.7049180327863,35.23
Pai Layout,1255.0,2.0,2,6374.501992031873,80.0
other,1904.0,3.0,3,8140.756302521008,155.0
Somasundara Palya,1329.0,2.0,2,5267.11813393529,70.0
Chandapura,1200.0,2.0,2,5000.0,60.0
Murugeshpalya,2135.0,3.0,3,7494.145199063232,160.0
other,813.0,1.0,1,4797.047970479704,39.0
Kalena Agrahara,800.0,2.0,2,3750.0,30.0
Hormavu,1500.0,3.0,3,4666.666666666667,70.0
Bannerghatta Road,1880.0,3.0,3,5053.191489361702,95.0
Electronic City,1440.0,2.0,3,3819.4444444444443,55.0
Akshaya Nagar,1575.0,3.0,3,5714.285714285715,90.0
other,1630.0,2.0,3,5998.773006134969,97.78
Yelahanka,1180.0,3.0,3,4661.016949152542,55.0
other,1090.0,2.0,2,3302.7522935779816,36.0
NGR Layout,1020.0,2.0,2,4750.0,48.45
Varthur,1097.0,2.0,2,3082.9535095715587,33.82
Raja Rajeshwari Nagar,1070.0,2.0,2,4672.897196261682,50.0
Kumaraswami Layout,1000.0,2.0,2,5800.0,58.0
other,1150.0,2.0,2,4869.565217391304,56.0
Frazer Town,1900.0,4.0,3,7631.578947368421,145.0
other,1141.0,2.0,2,4294.478527607362,49.0
Jigani,937.0,2.0,2,4695.837780149413,44.0
Green Glen Layout,1075.0,2.0,2,5581.395348837209,60.0
Panathur,1000.0,2.0,2,6530.0,65.3
Kasavanhalli,1450.0,3.0,3,5338.620689655172,77.41
other,936.0,2.0,2,4594.017094017094,43.0
other,1280.0,2.0,2,5859.375,75.0
Babusapalaya,1050.0,2.0,2,4285.714285714285,45.0
Marathahalli,1350.0,2.0,2,6370.37037037037,86.0
Mallasandra,1325.0,2.0,2,5283.018867924528,70.0
Devanahalli,1174.0,2.0,2,5025.553662691653,59.0
Hosur Road,1890.0,3.0,3,8571.42857142857,162.0
other,735.0,1.0,1,10204.081632653062,75.0
other,500.0,1.0,1,4800.0,24.0
Gottigere,1304.0,3.0,3,6134.9693251533745,80.0
Yelahanka,1653.0,3.0,3,7259.528130671506,120.0
Bisuvanahalli,1075.0,2.0,3,4837.209302325581,52.0
7th Phase JP Nagar,1212.0,3.0,2,3465.3465346534654,42.0
other,1100.0,2.0,2,4545.454545454545,50.0
other,1200.0,4.0,3,12083.333333333334,145.0
Billekahalli,1140.0,2.0,2,4385.964912280701,50.0
other,1200.0,2.0,2,8333.333333333334,100.0
Kudlu Gate,1532.0,3.0,3,5417.754569190601,83.0
Padmanabhanagar,1531.0,2.0,3,4898.758981058132,75.0
Poorna Pragna Layout,1270.0,2.0,3,3999.212598425197,50.79
Uttarahalli,1325.0,2.0,2,4000.0,53.0
other,1200.0,3.0,3,13333.333333333334,160.0
Electronic City,1156.0,2.0,3,3806.2283737024222,44.0
Bannerghatta Road,1260.0,2.0,2,5555.555555555556,70.0
Vittasandra,1934.0,2.0,2,4653.567735263702,90.0
Malleshpalya,1060.0,2.0,2,3773.5849056603774,40.0
Kasavanhalli,1476.0,3.0,3,6436.314363143631,95.0
Murugeshpalya,1185.0,2.0,2,7172.995780590717,85.0
other,1265.0,2.0,3,6482.213438735178,82.0
other,1196.0,2.0,2,4750.0,56.81
EPIP Zone,1280.0,2.0,2,5390.625,69.0
Hulimavu,1175.0,2.0,2,3829.7872340425533,45.0
other,1850.0,3.0,3,5297.2972972972975,98.0
Whitefield,1195.0,2.0,2,5857.740585774059,70.0
Hosur Road,1180.0,2.0,2,3093.2203389830506,36.5
Jakkur,1050.0,2.0,2,4749.523809523809,49.87
Electronic City,1400.0,2.0,3,2888.5714285714284,40.44
other,1030.0,2.0,2,7500.0,77.25
other,1512.0,1.0,2,4299.603174603175,65.01
Subramanyapura,929.0,2.0,2,5166.846071044133,48.0
Jigani,1252.0,3.0,3,4872.20447284345,61.0
Green Glen Layout,1485.0,3.0,3,7744.107744107744,115.0
Electronics City Phase 1,1124.0,2.0,3,4893.238434163701,55.0
Indira Nagar,1407.0,3.0,3,8528.784648187633,120.0
Hennur Road,1482.0,2.0,3,6545.209176788124,97.0
Sector 7 HSR Layout,1163.0,2.0,2,8500.42992261393,98.86
Jalahalli,1570.0,3.0,3,8917.197452229299,140.0
Chandapura,520.0,1.0,1,2700.0,14.04
other,2000.0,3.0,3,8000.0,160.0
Prithvi Layout,1352.0,2.0,2,5547.337278106509,75.0
Electronic City,1152.0,2.0,2,5642.361111111111,65.0
other,1575.0,3.0,3,5904.761904761905,93.0
Hegde Nagar,1965.0,4.0,3,6361.323155216285,125.0
other,1300.0,2.0,3,5384.615384615385,70.0
Marathahalli,957.0,2.0,2,4911.180773249739,47.0
Hoskote,1740.0,3.0,3,3448.2758620689656,60.0
Neeladri Nagar,1060.0,2.0,2,3301.8867924528304,35.0
other,975.0,2.0,2,5128.205128205128,50.0
Ramamurthy Nagar,1150.0,2.0,2,4434.782608695652,51.0
Whitefield,1738.0,2.0,3,4545.454545454545,79.0
Bommanahalli,1250.0,3.0,3,4400.0,55.0
Bannerghatta Road,1788.0,3.0,3,5033.557046979866,90.0
Kanakapura,1151.0,2.0,2,5125.977410947003,59.0
Uttarahalli,1300.0,2.0,3,4615.384615384615,60.0
Garudachar Palya,1150.0,2.0,2,4591.304347826087,52.8
other,1380.0,2.0,2,5434.782608695652,75.0
Hebbal,1645.0,3.0,3,7112.462006079028,117.0
Babusapalaya,1141.0,2.0,2,4022.787028921998,45.9
7th Phase JP Nagar,1175.0,2.0,2,7021.276595744681,82.5
Banashankari Stage V,1355.0,2.0,3,4501.845018450184,61.0
Dasarahalli,1150.0,2.0,2,6086.95652173913,70.0
other,1000.0,2.0,2,4500.0,45.0
Balagere,1007.0,2.0,2,6454.816285998014,65.0
Kothanur,1436.0,3.0,3,4874.651810584958,70.0
Rajaji Nagar,1200.0,2.0,2,12500.0,150.0
Rayasandra,1016.0,2.0,2,5708.6614173228345,58.0
Dodda Nekkundi,1100.0,2.0,2,4363.636363636364,48.0
other,1080.0,2.0,2,4166.666666666667,45.0
Electronic City,1070.0,2.0,2,5607.476635514019,60.0
Kadubeesanahalli,1532.0,3.0,3,7506.527415143603,115.0
Hennur,1040.0,2.0,2,4050.0,42.12
Tumkur Road,1137.5,2.0,2,4299.340659340659,48.905
Thanisandra,1430.0,2.0,3,3608.3916083916083,51.6
Rajaji Nagar,1160.0,1.0,2,14051.724137931034,163.0
other,1190.0,2.0,2,8403.361344537816,100.0
other,1827.0,3.0,3,5473.453749315819,100.0
HRBR Layout,1210.0,2.0,2,6198.347107438017,75.0
other,1500.0,3.0,3,6333.333333333333,95.0
Rachenahalli,1050.0,2.0,2,5095.238095238095,53.5
Hebbal,1251.0,2.0,2,7092.725819344524,88.73
HSR Layout,1600.0,2.0,3,7187.5,115.0
Electronic City,1128.0,2.0,2,5806.737588652482,65.5
Budigere,1820.0,3.0,3,5109.89010989011,93.0
Thigalarapalya,2072.0,4.0,3,7673.745173745174,159.0
Raja Rajeshwari Nagar,1510.0,2.0,3,3907.2847682119204,59.0
Hoodi,1925.0,2.0,3,5922.077922077922,114.0
Thigalarapalya,2072.0,4.0,3,7094.594594594595,147.0
Kumaraswami Layout,1000.0,2.0,2,3600.0,36.0
KR Puram,1752.0,3.0,3,8276.255707762557,145.0
Sahakara Nagar,960.0,2.0,2,5833.333333333333,56.0
other,1180.0,2.0,2,5338.983050847458,63.0
NRI Layout,650.0,2.0,2,9076.923076923076,59.0
Lakshminarayana Pura,1200.0,2.0,2,6250.0,75.0
Bisuvanahalli,1180.0,2.0,3,3898.3050847457625,46.0
other,1300.0,3.0,3,3615.3846153846152,47.0
Bannerghatta Road,1157.0,2.0,2,3457.216940363008,40.0
Kanakpura Road,1300.0,3.0,3,5307.692307692308,69.0
Banashankari Stage III,1305.0,2.0,3,4521.072796934866,59.0
Jakkur,1290.0,2.0,2,6201.550387596899,80.0
Hoskote,1170.0,2.0,2,3846.153846153846,45.0
Yelachenahalli,1400.0,2.0,2,5571.428571428572,78.0
Lakshminarayana Pura,1200.0,2.0,2,6250.0,75.0
other,1155.0,2.0,3,5194.805194805195,60.0
Hormavu,1725.0,3.0,3,4927.536231884058,85.0
Kanakpura Road,700.0,2.0,2,5714.285714285715,40.0
Hoodi,1112.0,2.0,2,7913.669064748202,88.0
Somasundara Palya,1178.0,2.0,2,6621.392190152801,78.0
Badavala Nagar,1274.0,2.0,2,6357.9277864992155,81.0
Doddathoguru,915.0,2.0,2,3497.2677595628415,32.0
Hosur Road,760.0,1.0,1,2800.0,21.28
other,1540.0,3.0,3,4415.584415584415,68.0
other,1206.0,2.0,2,3192.3714759535656,38.5
other,1645.0,3.0,3,5775.075987841945,95.0
other,1200.0,4.0,4,14166.666666666666,170.0
other,1200.0,4.0,4,11666.666666666666,140.0
other,1200.0,2.0,3,4583.333333333333,55.0
Yelenahalli,1056.0,2.0,2,3125.0,33.0
Kanakpura Road,1450.0,3.0,3,3744.8275862068967,54.3
other,1161.0,2.0,2,3160.206718346253,36.69
other,1097.0,2.0,2,5925.2506836827715,65.0
Uttarahalli,850.0,2.0,2,4117.64705882353,35.0
Green Glen Layout,1715.0,3.0,3,6705.539358600583,115.0
Electronic City,1200.0,2.0,2,4916.666666666667,59.0
8th Phase JP Nagar,1080.0,2.0,2,3518.5185185185187,38.0
Kasavanhalli,1200.0,2.0,2,4191.666666666667,50.3
Banashankari,1400.0,2.0,3,5571.428571428572,78.0
Kanakpura Road,458.0,1.0,1,4300.218340611354,19.695
Marathahalli,1230.0,2.0,2,4634.1463414634145,57.0
Kalyan nagar,1640.0,3.0,3,5365.8536585365855,88.0
Banashankari,1700.0,3.0,3,7352.941176470588,125.0
Bommasandra,1478.0,2.0,3,2976.9959404600813,44.0
Banashankari,1020.0,2.0,2,3999.0196078431372,40.79
Nagarbhavi,1200.0,2.0,2,12500.0,150.0
Yelahanka,1275.0,2.0,3,7450.980392156863,95.0
other,1600.0,3.0,4,10312.5,165.0
Kanakapura,1110.0,2.0,2,3500.0,38.85
Uttarahalli,1627.86,3.0,3,5405.87028368533,88.0
other,620.0,2.0,2,3548.3870967741937,22.0
Hosa Road,1133.0,2.0,2,4589.585172109444,52.0
Hennur Road,1182.0,2.0,2,6979.6954314720815,82.5
Tumkur Road,1500.0,3.0,3,6666.666666666667,100.0
Marathahalli,1200.0,2.0,2,4833.333333333333,58.0
Raja Rajeshwari Nagar,1128.0,2.0,2,4325.354609929078,48.79
other,900.0,2.0,2,12222.222222222223,110.0
Amruthahalli,1100.0,2.0,2,4090.909090909091,45.0
Kengeri Satellite Town,635.0,1.0,2,3464.566929133858,22.0
Ardendale,2062.0,3.0,4,6789.524733268671,140.0
Thanisandra,1874.0,4.0,3,6937.033084311633,130.0
Old Madras Road,1171.0,2.0,2,6404.782237403928,75.0
Sarjapur,2020.0,3.0,3,4207.920792079208,85.0
8th Phase JP Nagar,1059.0,2.0,2,3257.790368271955,34.5
Panathur,1315.0,2.0,3,4494.296577946768,59.1
Jakkur,1760.0,3.0,3,6250.0,110.0
other,1200.0,2.0,2,10416.666666666666,125.0
Hennur Road,1192.0,2.0,3,5201.342281879195,62.0
Hebbal,1645.0,3.0,3,7355.623100303951,121.0
Whitefield,1250.0,2.0,2,5760.0,72.0
Whitefield,709.0,1.0,1,4849.788434414669,34.385
Whitefield,1340.0,2.0,2,5746.268656716418,77.0
Hosa Road,1369.1,2.0,2,7596.231100723103,104.0
other,1355.0,2.0,2,5535.055350553505,75.0
Bannerghatta Road,1150.0,2.0,2,5652.173913043478,65.0
Kanakapura,1938.0,3.0,3,5830.7533539731685,113.0
Budigere,1636.0,3.0,3,5195.59902200489,85.0
Akshaya Nagar,1430.0,2.0,3,5244.755244755244,75.0
other,2000.0,3.0,3,4250.0,85.0
Electronic City Phase II,993.0,2.0,3,5035.246727089628,50.0
Laggere,1260.0,4.0,4,11904.761904761905,150.0
Kanakpura Road,1700.0,3.0,3,5176.470588235294,88.0
Yelahanka,1270.0,2.0,2,6141.7322834645665,78.0
Anjanapura,1500.0,3.0,3,8066.666666666667,121.0
Marathahalli,1650.0,3.0,3,5239.393939393939,86.45
Panathur,1109.0,2.0,2,5680.793507664563,63.0
other,1280.0,2.0,2,3886.71875,49.75
Devanahalli,1600.0,3.0,3,11250.0,180.0
Kothanur,1462.0,3.0,3,4856.361149110807,71.0
Marathahalli,607.0,1.0,1,5766.062602965404,35.0
Kammasandra,930.0,2.0,2,2688.1720430107525,25.0
Electronic City Phase II,1418.0,3.0,3,3700.2820874471086,52.47
EPIP Zone,1125.0,2.0,2,5777.777777777777,65.0
CV Raman Nagar,1825.0,3.0,3,6904.109589041096,126.0
Whitefield,1320.0,2.0,2,6022.727272727273,79.5
Whitefield,750.0,2.0,2,7026.666666666667,52.7
Yelahanka,1400.0,2.0,3,5752.857142857143,80.54
Whitefield,1200.0,3.0,3,5163.333333333333,61.96
Poorna Pragna Layout,965.0,2.0,2,4974.093264248705,48.0
Gottigere,812.0,1.0,1,3201.9704433497536,26.0
KR Puram,1100.0,2.0,2,3909.090909090909,43.0
Whitefield,1180.0,2.0,2,3474.576271186441,41.0
HSR Layout,1145.0,2.0,2,4192.139737991266,48.0
Haralur Road,1027.0,2.0,2,4284.323271665044,44.0
other,1215.0,2.0,2,4102.880658436214,49.85
Hegde Nagar,1200.0,2.0,2,6250.0,75.0
Kenchenahalli,1015.0,2.0,2,5714.285714285715,58.0
other,1076.0,2.0,2,4832.71375464684,52.0
JP Nagar,1300.0,2.0,2,8384.615384615385,109.0
Hebbal Kempapura,1300.0,2.0,2,7846.153846153846,102.0
Hosa Road,1512.0,3.0,3,8134.920634920635,123.0
Bhoganhalli,1053.4,3.0,3,8440.288589329788,88.91
Yeshwanthpur,605.0,1.0,1,6899.999999999999,41.745
Hormavu,1153.0,2.0,2,5637.467476149176,65.0
other,2080.0,2.0,2,7211.538461538462,150.0
Hulimavu,1255.0,2.0,2,5498.00796812749,69.0
Marathahalli,1583.0,3.0,3,6885.6601389766265,109.0
other,1505.0,2.0,2,5980.066445182724,90.0
Kathriguppe,1365.0,2.0,3,5500.3663003663005,75.08
other,1200.0,3.0,3,7979.166666666667,95.75
other,1810.0,4.0,3,8176.795580110497,148.0
Magadi Road,440.0,1.0,1,7954.545454545455,35.0
Subramanyapura,975.0,2.0,2,6461.538461538462,63.0
other,1250.0,2.0,2,3120.0,39.0
other,1530.0,2.0,3,6339.869281045751,97.0
Kereguddadahalli,1300.0,2.0,3,3000.0,39.0
Channasandra,1115.0,2.0,2,3587.4439461883408,40.0
Sarjapur  Road,1308.0,2.0,2,6345.565749235474,83.0
Parappana Agrahara,1194.0,2.0,2,3936.348408710218,47.0
Uttarahalli,1490.0,2.0,3,4000.0,59.6
Sarjapur  Road,1592.0,3.0,3,5716.08040201005,91.0
Rajaji Nagar,1222.0,2.0,2,9165.302782324059,112.0
Raja Rajeshwari Nagar,1267.0,2.0,2,3382.004735595896,42.85
Balagere,656.0,1.0,1,8079.268292682927,53.0
Chandapura,1200.0,1.0,2,3000.0,36.0
Thanisandra,1698.0,3.0,3,6007.067137809187,102.0
other,1500.0,3.0,3,4666.666666666667,70.0
Electronic City,1152.0,2.0,2,5707.465277777777,65.75
Raja Rajeshwari Nagar,550.0,1.0,1,3818.181818181818,21.0
Pattandur Agrahara,900.0,2.0,2,4666.666666666667,42.0
other,1410.0,2.0,3,3200.0,45.12
Akshaya Nagar,1419.0,2.0,3,5144.46793516561,73.0
Amruthahalli,1200.0,2.0,2,4583.333333333333,55.0
AECS Layout,1800.0,3.0,3,3611.1111111111113,65.0
Gottigere,990.0,2.0,2,4040.40404040404,40.0
Sarjapur  Road,1016.0,2.0,2,4429.133858267716,45.0
Bannerghatta Road,1100.0,2.0,2,3545.4545454545455,39.0
Whitefield,1095.0,2.0,2,3196.3470319634703,35.0
other,2000.0,3.0,3,4250.0,85.0
Budigere,1444.0,2.0,2,4847.645429362881,70.0
Whitefield,1415.0,2.0,2,4734.982332155477,67.0
other,1500.0,2.0,3,8666.666666666666,130.0
other,1600.0,3.0,3,4500.0,72.0
Whitefield,1105.0,2.0,2,3742.9864253393666,41.36
Electronic City,1225.0,3.0,3,3675.918367346939,45.03
Kanakpura Road,1080.0,2.0,2,3499.9999999999995,37.8
Talaghattapura,1856.0,3.0,3,7273.706896551724,135.0
Haralur Road,1464.0,3.0,3,3825.136612021858,56.0
Sarjapur  Road,1150.0,2.0,2,6695.652173913043,77.0
5th Phase JP Nagar,1485.0,2.0,3,4511.784511784512,67.0
Whitefield,1200.0,2.0,2,3750.0,45.0
Hennur Road,1036.0,2.0,2,5739.382239382239,59.46
other,1400.0,2.0,2,5714.285714285715,80.0
Bommanahalli,1110.0,2.0,2,2972.972972972973,33.0
Kodichikkanahalli,1150.0,2.0,2,4173.913043478261,48.0
Kenchenahalli,715.0,1.0,1,6293.706293706294,45.0
Magadi Road,1200.0,4.0,4,10833.333333333334,130.0
Hormavu,1453.0,2.0,3,2999.3117687543013,43.58
Nagarbhavi,1400.0,2.0,3,6071.428571428572,85.0
Padmanabhanagar,1400.0,3.0,3,4642.857142857143,65.0
Whitefield,1700.0,3.0,3,8235.29411764706,140.0
Kanakpura Road,1591.0,3.0,3,7542.42614707731,120.0
Nagarbhavi,1515.0,2.0,3,5214.521452145214,79.0
Chandapura,975.0,2.0,2,2549.74358974359,24.86
Yeshwanthpur,1382.0,2.0,3,5512.301013024603,76.18
other,1533.0,3.0,3,9784.735812133073,150.0
other,1100.0,2.0,2,3454.5454545454545,38.0
Banashankari Stage II,1500.0,2.0,3,8000.0,120.0
Yelahanka,1391.0,2.0,3,4636.951833213516,64.5
Begur Road,1160.0,2.0,2,3700.0,42.92
Chandapura,620.0,1.0,1,4354.8387096774195,27.0
Kanakpura Road,1482.0,3.0,3,4114.7098515519565,60.98
Whitefield,1405.0,2.0,2,6014.234875444839,84.5
Gunjur,1190.0,2.0,2,3361.344537815126,40.0
Harlur,1174.0,2.0,2,6643.9522998296425,78.0
Seegehalli,1155.0,2.0,2,6233.766233766234,72.0
Thanisandra,1411.0,3.0,3,6593.905031892275,93.04
other,745.0,2.0,2,6711.4093959731545,50.0
Kereguddadahalli,1000.0,2.0,2,3000.0,30.0
Jigani,923.0,2.0,2,5417.118093174431,50.0
Yeshwanthpur,1000.0,2.0,2,3200.0,32.0
Battarahalli,1276.0,2.0,2,3526.6457680250783,45.0
other,1460.0,3.0,3,4794.520547945205,70.0
other,1355.0,2.0,2,7011.070110701107,95.0
other,833.0,1.0,1,5882.35294117647,49.0
Ramamurthy Nagar,1200.0,2.0,2,4000.0,48.0
Yeshwanthpur,669.0,1.0,1,5508.221225710015,36.85
7th Phase JP Nagar,2200.0,4.0,3,4772.727272727273,105.0
Koramangala,1594.0,3.0,3,7841.907151819322,125.0
Kothanur,1790.0,3.0,3,5865.921787709497,105.0
NGR Layout,1020.0,2.0,2,4411.764705882353,45.0
other,1037.0,2.0,2,3498.553519768563,36.28
Whitefield,1345.0,2.0,3,4237.918215613383,57.0
Kodichikkanahalli,1070.0,2.0,2,4018.691588785047,43.0
Yeshwanthpur,1385.0,2.0,3,5500.3610108303255,76.18
Kanakpura Road,1207.0,2.0,2,6619.718309859156,79.9
Varthur,1140.0,2.0,2,4868.421052631579,55.5
other,1220.0,2.0,2,5573.770491803279,68.0
Sarjapur  Road,1965.0,3.0,3,6106.8702290076335,120.0
Koramangala,1760.0,2.0,3,6534.090909090909,115.0
Haralur Road,1225.0,2.0,2,5714.285714285715,70.0
Marathahalli,1075.0,2.0,2,4877.209302325581,52.43
Panathur,1000.0,2.0,2,6800.0,68.0
Hennur Road,1891.0,3.0,3,5764.1459545214175,109.0
Yelahanka,1322.0,2.0,2,6505.295007564297,86.0
AECS Layout,1045.0,2.0,2,3500.4784688995214,36.58
other,1545.0,3.0,3,5501.6181229773465,85.0
Thanisandra,1996.0,3.0,3,6763.527054108216,135.0
Brookefield,1125.0,2.0,2,6222.222222222223,70.0
Mysore Road,1560.0,3.0,3,7371.794871794872,115.0
BEML Layout,2000.0,2.0,3,4250.0,85.0
other,780.0,2.0,2,4487.179487179487,35.0
other,1350.0,2.0,2,8148.148148148148,110.0
other,1350.0,2.0,2,3037.037037037037,41.0
Haralur Road,1464.0,3.0,3,3825.136612021858,56.0
Kanakpura Road,1570.0,3.0,3,4108.28025477707,64.5
Dasanapura,708.0,1.0,1,4000.0,28.32
Sarjapur  Road,1680.0,3.0,3,9523.809523809523,160.0
Hoodi,1400.0,2.0,2,5857.142857142857,82.0
Bellandur,1310.0,2.0,2,5496.18320610687,72.0
Electronics City Phase 1,1175.0,2.0,2,4851.063829787234,57.0
Chikkalasandra,1428.0,2.0,3,5602.240896358543,80.0
Haralur Road,1194.0,2.0,2,3852.5963149078725,46.0
8th Phase JP Nagar,1080.0,2.0,2,3240.740740740741,35.0
other,1200.0,2.0,3,5666.666666666667,68.0
Whitefield,1200.0,2.0,2,3750.0,45.0
Bommasandra Industrial Area,1320.0,2.0,3,2888.636363636364,38.13
Badavala Nagar,1842.0,3.0,3,6243.213897937025,115.0
Sector 2 HSR Layout,1146.0,2.0,2,4799.301919720768,55.0
Rachenahalli,440.0,1.0,1,6363.636363636364,28.0
Sahakara Nagar,1048.0,2.0,2,4770.992366412213,50.0
Thanisandra,1801.0,3.0,3,6385.341476957246,115.0
Hennur Road,1232.0,2.0,2,5650.162337662337,69.61
Whitefield,1150.0,2.0,2,7826.086956521739,90.0
Talaghattapura,1868.0,3.0,3,6423.982869379015,120.0
Begur,1445.0,2.0,3,3259.515570934256,47.1
Hebbal Kempapura,1466.0,2.0,3,9549.795361527968,140.0
Harlur,1730.0,3.0,3,5780.346820809248,100.0
Somasundara Palya,1185.0,2.0,2,5907.172995780591,70.0
Kaval Byrasandra,1185.0,2.0,2,4135.021097046413,49.0
other,1150.0,2.0,2,4260.869565217391,49.0
Pai Layout,1075.0,2.0,2,3255.813953488372,35.0
Hebbal,1760.0,3.0,3,6988.636363636364,123.0
Banashankari,1600.0,2.0,2,3998.75,63.98
Haralur Road,1000.0,2.0,2,7800.0,78.0
